id,components
597,"yellow wax, paeonia lactiflora root, sulfur, momordica cochinchinensis seed, apricot kernel oil, rhubarb, angelica gigas root oil, myrrh, scutellaria baicalensis root, bletilla striata tuber, citrus aurantium fruit rind, cinnamon bark oil, astragalus propinquus root, scrophularia buergeriana root, rehmannia glutinosa root, angelica dahurica root, phellodendron chinensis bark, ampelopsis japonica tuber, frankincense, lead tetroxide"
598,capsicum oleoresin
599,"tretinoin, benzoyl peroxide, spironolactone, clindamycin phosphate, niacinamide"
600,"niacinamide, spironolactone"
601,"hydrocortisone, ketoconazole"
602,"minoxidil, pentoxifylline, niacinamide, betamethasone dipropionate"
603,belinostat
604,pralatrexate
605,"menthol, methyl salicylate, camphor (natural), capsaicin"
606,"thymol, peppermint oil, levomenthol, methyl salicylate, camphor (synthetic)"
607,"sodium chloride, anhydrous dextrose"
608,lithium carbonate
609,gemcitabine hydrochloride
610,methylergonovine maleate
611,potassium nitrate
612,"picea mariana resin, zinc carbobenzoxy-.beta.-alanyltaurinate, aloe, lycopodium clavatum spore, selenicereus grandiflorus stem, arnica montana, oyster shell calcium carbonate, crude"
613,"clindamycin phosphate, benzoyl peroxide, adapalene"
614,ciclopirox olamine
615,calcium carbonate
616,"salicylic acid, ciclopirox olamine"
617,"tretinoin, hyaluronate sodium, niacinamide"
618,"urea, lactic acid"
619,"clindamycin phosphate, alitretinoin, niacinamide"
620,"minoxidil, fluocinolone acetonide, progesterone"
621,"minoxidil, tretinoin, progesterone"
622,terbinafine hydrochloride
623,"phenylephrine hydrochloride, dibucaine hydrochloride, lidocaine, prilocaine"
624,"lidocaine, tetracaine"
625,"hydroquinone, hydrocortisone"
626,"clindamycin phosphate, benzoyl peroxide, niacinamide, spironolactone"
627,"clindamycin phosphate, benzoyl peroxide, tretinoin, niacinamide"
628,"tretinoin, clindamycin phosphate, niacinamide, spironolactone"
629,"clindamycin phosphate, tretinoin, sulfacetamide sodium"
630,"lidocaine hydrochloride, fluocinolone acetonide"
631,"octinoxate, titanium dioxide"
632,"menthol, camphor oil"
633,"pork liver, cetermin, sus scrofa tendon, bos taurus cartilage, anti-interleukin-1.alpha. immunoglobulin g rabbit, beef, sus scrofa red blood cell, sus scrofa cartilage, pork collagen, interleukin-3, ascorbic acid, beef liver, basic fibroblast growth factor (human), pork, bos taurus tendon, metenkefalin, bos taurus red blood cell"
634,"bryonia alba root, sus scrofa limbic system, st. john's wort, bos taurus nerve, sus scrofa nerve, bos taurus limbic system, sus scrofa hypothalamus, anti-interleukin-1.alpha. immunoglobulin g rabbit, apomorphine, sus scrofa pituitary gland, bos taurus pituitary gland, bos taurus hypothalamus, beta-endorphin human, arnica montana"
635,"niacinamide, betamethasone dipropionate"
636,"hydroquinone, desoximetasone, tretinoin"
637,"sus scrofa pancreas, inositol, beef liver, riboflavin, bos taurus vein, milk thistle, cyanocobalamin, bos taurus duodenum, pyridoxine, sodium pyruvate, bos taurus gallbladder, sus scrofa gallbladder, bos taurus pancreas, ceanothus americanus leaf, sodium diethyl oxalacetate, fumaric acid, centaurea benedicta, sus scrofa spleen, sus scrofa duodenum, lycopodium clavatum spore, bos taurus spleen, binetrakin, sodium sulfate, chionanthus virginicus bark, sus scrofa solar plexus, bos taurus solar plexus, sus scrofa vein, thiamine, potassium sulfate, pork liver, taraxacum officinale, chelidonium majus, choline, niacin"
638,"sus scrofa ankle joint, bos taurus ankle joint, bos taurus nerve, sus scrofa spinal cord, bos taurus hypothalamus, interleukin-10, sus scrofa frontal lobe, bos taurus frontal lobe, brain-derived neurotrophic factor human, sus scrofa nerve, mecasermin rinfabate, bos taurus hippocampus, beef, bos taurus spinal cord, basic fibroblast growth factor (human), sus scrofa hip joint, sus scrofa sympathetic nerve, bos taurus hip joint, sus scrofa joint capsule, beta-endorphin human, sus scrofa solar plexus, pork, bos taurus solar plexus, sus scrofa hippocampus, calcitonin, transforming growth factor beta-1, sus scrofa hypothalamus, anti-interleukin-1.alpha. immunoglobulin g rabbit, bos taurus joint capsule, bos taurus sympathetic nerve"
639,"levodopa, glutamic acid, tryptophan, acetylcholinesterase human, oxitriptan, taurine, glycine, norepinephrine, melanin synthetic (tyrosine, peroxide), 5-methoxytryptamine, choline chloride, serotonin, tyrosine, phenylalanine, dopamine, malvin, nitric oxide, melatonin, histidine, octopamine"
640,"pork liver, lachesis muta venom, toxicodendron pubescens leaf, urtica urens, arnica montana, apis mellifera, mercurius solubilis, ichthammol"
641,milrinone lactate
642,"anhydrous citric acid, sodium bicarbonate, aspirin"
643,"chlorpheniramine maleate, phenylephrine bitartrate, aspirin"
644,"salicylic acid, cimetidine, ibuprofen"
645,"imiquimod, levocetirizine dihydrochloride, niacinamide"
646,"tretinoin, imiquimod, levocetirizine dihydrochloride"
647,"metronidazole, niacinamide, ivermectin"
648,"pentoxifylline, triamcinolone acetonide"
649,"azelaic acid, niacinamide"
650,"calcipotriene, niacinamide"
651,"urea, itraconazole, ciclopirox olamine"
652,"salicylic acid, lidocaine, cimetidine"
653,"phenylephrine hydrochloride, guaifenesin"
654,"calcitonin, bos taurus bone, bos taurus parathyroid gland, bos taurus cartilage, sus scrofa bone, sus scrofa cartilage, interleukin-3, sus scrofa parathyroid gland, vitamin d"
655,"bos taurus parathyroid gland, sus scrofa spleen, bos taurus adrenal gland, thyroid, porcine, liothyronine, fucus vesiculosus, spongia officinalis whole, sus scrofa pituitary gland, bos taurus thymus, bos taurus pituitary gland, bos taurus spleen, sus scrofa thymus, sus scrofa parathyroid gland, sus scrofa adrenal gland, iodine, thyroid, bovine, iridium, levothyroxine"
656,insulin aspart
657,"lidocaine, mupirocin"
658,"tretinoin, hyaluronate sodium, hydroquinone"
659,"econazole nitrate, niacinamide"
660,"fluocinonide, hyaluronate sodium"
661,"fluticasone propionate, niacinamide"
662,"minoxidil, niacinamide"
663,picric acid
664,"poncirus trifoliata fruit, jujube fruit, ginger, paeonia lactiflora root, platycodon grandiflorum root, licorice"
665,chlorpheniramine maleate
666,"tazarotene, hyaluronate sodium"
667,"levocetirizine dihydrochloride, hydrocortisone"
668,"minoxidil, finasteride, tretinoin, dexamethasone sodium phosphate"
669,bleomycin sulfate
670,"silicon dioxide, tribasic calcium phosphate, .alpha.-tocopherol acetate"
671,"salicylic acid, sulfur"
672,"mannitol, menthol"
673,"hyaluronate sodium, tazarotene"
674,"calcipotriene, triamcinolone acetonide"
675,"tacrolimus, niacinamide"
676,"ornithogalum umbellatum, quercus robur nut, sus scrofa placenta, bos taurus hypothalamus, dibasic potassium phosphate, strychnos nux-vomica seed, fucus vesiculosus, chaste tree fruit, sinapis arvensis flowering/fruiting top, sucrose, berberis vulgaris root bark, phytolacca americana root, sodium chloride, ubidecarenone, lycopodium clavatum spore, magnesium phosphate, dibasic trihydrate, solidago virgaurea flowering top, quercus robur twig bark, sodium phosphate, dibasic, heptahydrate, chelidonium majus, sus scrofa pituitary gland, activated charcoal, oyster shell calcium carbonate, crude, berberis aquifolium root bark, graphite"
677,topotecan hydrochloride
678,docetaxel
679,sennosides
680,"lactic acid, melilotus officinalis whole, manganese, zinc, ferrous fumarate, succinic acid, androsterone, estrogens, esterified, bos taurus lymph vessel, bos taurus vein, sus scrofa lymph vessel, sodium pyruvate, hyaluronidase, levocarnitine, adenosine triphosphate, adenosine cyclic phosphate, basic fibroblast growth factor (human), artichoke, sodium diethyl oxalacetate, fumaric acid, citric acid monohydrate, quinhydrone, heptaminol, sus scrofa vein, cobalt, potassium aspartate, ersofermin, vitamin a, interleukin-3, centella asiatica, hamamelis virginiana bark"
681,"calcium gluconate, hyaluronidase, pork collagen, basic fibroblast growth factor (human), centella asiatica, bos taurus placenta, mecasermin, sus scrofa placenta"
682,"aldesleukin, filgrastim, sus scrofa peyer's patch, sus scrofa lymph, bos taurus adrenal gland, bos taurus lymph, sus scrofa spleen, bos taurus bone marrow, bos taurus thymus, sus scrofa red blood cell, interferon gamma-1a, sus scrofa thymus, bos taurus spleen, ascorbic acid, sus scrofa bone marrow, sus scrofa adrenal gland, bos taurus peyer's patch, bos taurus red blood cell"
683,siltuximab
684,"angelica gigas root, rhubarb, ginger, chinese cinnamon, alisma plantago-aquatica root, akebia stem, rehmannia glutinosa root, scutellaria baicalensis root, forsythia suspensa fruit, licorice, plantago seed"
685,"paeonia lactiflora root, astragalus gummifer root, ligusticum sinense subsp. chuanxiong root, rehmannia glutinosa root"
686,"tretinoin, hydrocortisone, hydroquinone"
687,"salicylic acid, clobetasol propionate, ciclopirox olamine"
688,"benzoyl peroxide, niacinamide"
689,cantharidin
690,"calcium carbonate, dibasic calcium phosphate dihydrate, alcloxa, aminocaproic acid"
691,"pancrelipase lipase, bos taurus artery, sus scrofa artery, lactic acid, yohimbine, coenzyme a, ferrous fumarate, epinephrine, succinic acid, beef liver, interleukin-10, bos taurus vein, sodium pyruvate, levocarnitine, adenosine triphosphate, bos taurus pituitary gland, adenosine cyclic phosphate, colchicum autumnale bulb, momordica balsamina whole, sodium diethyl oxalacetate, mecasermin, fumaric acid, bos taurus parathyroid gland, citric acid monohydrate, sus scrofa lymph, quinhydrone, sus scrofa parathyroid gland, sus scrofa vein, pork liver, potassium aspartate, bos taurus lymph, sus scrofa pituitary gland, centella asiatica"
692,"sulfur, .alpha.-lipoic acid, beef liver, ascorbic acid, bos taurus lymph vessel, bos taurus vein, interleukin-12 human, sus scrofa lymph vessel, nadide, brain-derived neurotrophic factor human, bos taurus cartilage, bos taurus placenta, interferon gamma-1a, sus scrofa cartilage, colchicum autumnale bulb, sus scrofa adrenal gland, basic fibroblast growth factor (human), bos taurus red blood cell, bos taurus parathyroid gland, sus scrofa joint capsule, quinhydrone, pork collagen, sus scrofa parathyroid gland, beta-endorphin human, sus scrofa solar plexus, bos taurus solar plexus, sus scrofa vein, pork liver, calcitonin, human placental tissue, bos taurus adrenal gland, anti-interleukin-1.alpha. immunoglobulin g rabbit, apomorphine, sus scrofa red blood cell, bos taurus joint capsule, sus scrofa mesenchyme, .alpha.-ketoglutaric acid, sus scrofa placenta, bos taurus mesenchyme"
693,"salicylic acid, ketoconazole"
694,"senna pods, psyllium husk"
695,"octisalate, oxybenzone"
696,"thyroid, unspecified, pantothenic acid, sus scrofa pituitary gland, zinc, estriol, progesterone, pork collagen, bos taurus pituitary gland, biotin, interleukin-3, saw palmetto, ginkgo, silicon dioxide, basic fibroblast growth factor (human), estradiol"
697,"anti-interleukin-1.alpha. immunoglobulin g rabbit, beta-endorphin human, apomorphine"
698,"sus scrofa pancreas, somatropin, sus scrofa prostate, bos taurus hypothalamus, androsterone, sus scrofa thalamus, thyroid, porcine, bos taurus pituitary gland, adenosine cyclic phosphate, sus scrofa adrenal gland, bos taurus pancreas, prasterone, sus scrofa pineal gland, aldosterone, bos taurus pineal gland, bos taurus thymus, thyroid, bovine, cholesterol, sus scrofa testicle, bos taurus adrenal gland, bos taurus prostate gland, sus scrofa hypothalamus, melatonin, sus scrofa pituitary gland, testosterone, bos taurus testicle"
699,docetaxel anhydrous
700,"chamomile, prunus spinosa flower bud, fennel seed, mentha piperita, ginger, melissa officinalis, caraway seed, activated charcoal"
701,diethyltoluamide
702,"menthol, pine needle oil (pinus mugo), peppermint oil"
703,"zinc oxide, lanolin"
704,vitamin a
705,"ruta graveolens flowering top, arnica montana, hypericum perforatum"
706,aluminum sesquichlorohydrate
707,cefepime hydrochloride
708,tadalafil
709,azithromycin monohydrate
710,mineral oil
711,"salicylic acid, levomenthol, dexpanthenol"
712,"silicon dioxide, .alpha.-tocopherol acetate, xylitol"
713,"menthol, methyl salicylate, camphor (natural), eucalyptus oil"
714,"lactic acid, prolactin, ascorbic acid, bos taurus lymph vessel, nadide, sus scrofa lymph vessel, thuja occidentalis leaf, brain-derived neurotrophic factor human, fucus vesiculosus, sodium pyruvate, hyaluronidase, sus scrofa adrenal gland, basic fibroblast growth factor (human), prasterone, sodium diethyl oxalacetate, malic acid, rancid beef, tyrosine, phenylalanine, sodium sulfate, dodecahydroxycyclohexane dihydrate, bos taurus adrenal gland, human interleukin-6 (nonglycosylated), sus scrofa mesenchyme, histidine"
715,"berberis vulgaris root, pork kidney, smilax ornata root, succinic acid, nitric acid, proteus inconstans, beef kidney, bos taurus urinary bladder, escherichia coli, sus scrofa ureter, methyl blue, quinhydrone, hieracium pilosella whole, solidago virgaurea flowering top, potassium nitrate, sus scrofa urinary bladder, ononis spinosa whole, bos taurus ureter, clerodendranthus spicatus leaf, chondrodendron tomentosum root, plantago major, equisetum hyemale"
716,"allantoin, adenosine"
717,"avobenzone, octocrylene, titanium dioxide, oxybenzone, octinoxate"
718,pectin
719,indomethacin sodium
720,butorphanol tartrate
721,"zinc carbobenzoxy-.beta.-alanyltaurinate, potassium carbonate, selenium, zinc, phosphoric acid, silicon dioxide"
722,"human albumin microspheres, perflutren"
723,calcitriol
724,"pyrethrum extract, piperonyl butoxide"
725,"sus scrofa knee joint, sus scrofa achilles tendon, sus scrofa ankle joint, pork liver, bos taurus ankle joint, ersofermin, bos taurus knee joint, bos taurus hip joint, transforming growth factor beta-1, anti-interleukin-1.alpha. immunoglobulin g rabbit, beef liver, metenkefalin, bos taurus achilles tendon, avotermin, sus scrofa hip joint"
726,pork collagen
727,"aconitum napellus, interleukin-10, bryonia alba root, sodium pyruvate, bos taurus pituitary gland, atropa belladonna, sus scrofa adrenal gland, sus scrofa pineal gland, citric acid monohydrate, bos taurus pineal gland, rancid beef, beta-endorphin human, sus scrofa solar plexus, apis mellifera, bos taurus solar plexus, avotermin, bos taurus adrenal gland, transforming growth factor beta-1, anti-interleukin-1.alpha. immunoglobulin g rabbit, sus scrofa pituitary gland, sus scrofa mesenchyme, bos taurus mesenchyme"
728,"zinc oxide, lidocaine"
729,cefazolin sodium
730,"camphor, (-)-, menthol, unspecified form"
731,"serotonin, antiaris toxicaria resin, levodopa, ferrous arsenate, melatonin, taurine, dopamine, rubia tinctorum whole, abrus precatorius seed, juniperus sabina leaf"
732,"amino acids, soy"
733,verapamil hydrochloride
734,bupivacaine hydrochloride
735,"cupric oxide, cyanocobalamin, calcium formate, ferrous asparto glycinate, .beta.-carotene, potassium iodide, .alpha.-tocopherol acetate, dl-, pyridoxine hydrochloride, 5-methyltetrahydrofolic acid, biotin, ascorbic acid, folic acid, magnesium oxide, riboflavin, zinc oxide, thiamine mononitrate, cholecalciferol, niacinamide"
736,"cyanocobalamin, ferrous asparto glycinate, levomefolic acid, lowbush blueberry, potassium iodide, .alpha.-tocopherol acetate, dl-, pyridoxine hydrochloride, calcium carbonate, biotin, ascorbic acid, folic acid, iron, magnesium oxide, cholecalciferol, doconexent"
737,"carboxymethylcellulose sodium, unspecified form"
738,"mineral oil, tetracaine"
739,"ethinyl estradiol, norethindrone acetate"
740,"pyridoxine hydrochloride, cyanocobalamin, folic acid, calcium carbonate"
741,"red clover, succinic acid, silicon dioxide, folic acid, riboflavin, cuminaldehyde, dioscorea villosa tuber, bos taurus umbilical cord, cyanocobalamin, pyridoxine, bos taurus skin, beef, sodium pyruvate, hyaluronidase, sus scrofa adrenal gland, bos taurus red blood cell, sodium diethyl oxalacetate, fumaric acid, sus scrofa skin, pantothenic acid, quinhydrone, pork collagen, ginkgo, pork, thiamine, potassium aspartate, sus scrofa umbilical cord, bos taurus adrenal gland, sus scrofa red blood cell, niacin, interleukin-1 .beta. human, bos taurus placenta, sus scrofa placenta"
742,"bos taurus nerve, sus scrofa tendon, sus scrofa placenta, .alpha.-lipoic acid, ascorbic acid, folic acid, riboflavin, nadide, bryonia alba root, brain-derived neurotrophic factor human, cyanocobalamin, sus scrofa nerve, cetermin, bos taurus cartilage, pyridoxine, beef, sus scrofa cartilage, bos taurus pituitary gland, arnica montana, sus scrofa adrenal gland, basic fibroblast growth factor (human), bos taurus tendon, colchicum autumnale flower, ubidecarenone, pantothenic acid, sus scrofa joint capsule, quinhydrone, pork collagen, interleukin-1.alpha., beta-endorphin human, pork, .alpha.-tocopherol succinate, d-, thiamine, bos taurus adrenal gland, apomorphine, sus scrofa pituitary gland, bos taurus joint capsule, interleukin-3, niacin, sus scrofa mesenchyme, interleukin-1 .beta. human, .alpha.-ketoglutaric acid, bos taurus placenta, bos taurus mesenchyme"
