id,components
7062,"magnesium sulfate, unspecified, silicon dioxide, urtica urens, betula pubescens bark, ostrea edulis shell, formica rufa"
7063,"mammal liver, beef heart, pork kidney, sus scrofa lung"
7064,beef heart
7065,"corallium rubrum exoskeleton, antimony"
7066,"arsenic trioxide, tobacco leaf, cupric acetate, pork kidney, lobelia spicata leaf"
7067,"turmeric, chelidonium majus root"
7068,"calendula officinalis flowering top, st. john's wort, berberis vulgaris root bark, gold, camphor (natural)"
7069,bos taurus conjunctiva
7070,"linden leaf, lemon, silicon dioxide, elymus repens root, larix decidua resin, quince, sambucus nigra flowering top"
7071,"bos taurus bile, bos taurus spleen"
7072,"lead, helleborus foetidus root, equisetum arvense top, antimony, colchicum autumnale whole, bos taurus spleen, silver, phosphorus, formica rufa"
7073,potassium sulfide
7074,"st. john's wort, verbascum densiflorum leaf, toxicodendron pubescens leaf, aconitum napellus, silicon dioxide, atropa belladonna, levisticum officinale root, garlic, camphor (natural)"
7075,levisticum officinale root
7076,"fragaria vesca whole, vitis vinifera leaf, honey"
7077,"horse chestnut, hirudin, hamamelis virginiana top, paeonia officinalis root, mercury, pulsatilla vulgaris"
7078,"bos taurus cerebellum, bos taurus brain, silicon dioxide, bos taurus pituitary gland, bos taurus eye, sus scrofa thalamus"
7079,"bos taurus nerve, bos taurus cerebellum, bos taurus brain, silicon dioxide, bos taurus pituitary gland, bos taurus eye, sus scrofa thalamus"
7080,"hawthorn leaf with flower, gold, hyoscyamus niger leaf, selenicereus grandiflorus stem, beef heart, onopordum acanthium flower, primula veris flower"
7081,bovine type i collagen
7082,"lemon juice, quince"
7083,"taraxacum officinale, ferrous cation, carbonate ion, mercuric cation, elymus repens root"
7084,bifenthrin
7085,"virola sebifera resin, bos taurus nasal mucosa, dichromate ion, silver"
7086,"matricaria recutita, aconitum napellus root, melissa officinalis, lachesis muta venom"
7087,"potassium dichromate, virola sebifera resin, bos taurus nasal mucosa, silver"
7088,"sus scrofa pancreas, iron, rosmarinus officinalis flowering top"
7089,"petasites hybridus root, veronica officinalis flowering top, plantago major leaf, abies alba leafy twig"
7090,"petasites hybridus root, plantago major leaf, sage, larix decidua resin, drosera rotundifolia"
7091,"bryonia alba root, horse chestnut, vespa crabro, equisetum arvense top, antimony, gold, tin, sedum roseum whole, formica rufa"
7092,"arsenic trioxide, gentiana lutea root, black pepper, ginger, antimony trisulfide, matricaria recutita, activated charcoal, avens extract, wormwood"
7093,"tobacco leaf, corallium rubrum exoskeleton, antimony trisulfide, matricaria recutita, saffron, cupric carbonate, potassium acetate"
7094,"echinacea, unspecified, silver"
7095,"echinacea, unspecified, chlorophyll, thuja occidentalis whole, eucalyptus gum, silver, apis mellifera"
7096,eucalyptus gum
7097,"mammal liver, magnesium hydroxide"
7098,"echinacea, unspecified, sloe, silicon dioxide, iron, phosphorus"
7099,copper arsenate
7100,"primula veris flower, hyoscyamus niger leaf, onopordum acanthium flower"
7101,"mammal liver, tin"
7102,"mammal liver, magnesium hydroxide, pulsatilla vulgaris, potentilla erecta root"
7103,"gelsemium sempervirens root, bryonia cretica subsp. dioica root"
7104,"tin, juglans regia leaf, potassium phosphate, monobasic"
7105,"citrullus colocynthis fruit pulp, chelidonium majus, chicory root, bos taurus gallbladder, iron"
7106,"spongia officinalis whole, colchicum autumnale whole, chelidonium majus"
7107,"gold, hyoscyamus niger leaf, beef heart, onopordum acanthium flower, primula veris flower"
7108,"iron, urtica dioica, equisetum arvense top"
7109,"ferrous disulfide, sucrose, anise"
7110,"bos taurus brainstem, royal jelly, astragalus propinquus root"
7111,"arnica montana flower, mandragora officinarum root, betula pubescens leaf, aconitum napellus"
7112,"centaurea benedicta, paeonia officinalis root"
7113,"althaea officinalis root, echinacea, unspecified, antimony trisulfide, atropa belladonna, silver, colloidal silicon dioxide"
7114,chinese yam
7115,"cupric sulfate, eucalyptus gum"
7116,"iron, ferric oxide red, sedum roseum whole, graphite"
7117,"urtica dioica root, silicon dioxide, ferric oxide red, anise"
7118,"magnesium phosphate, tribasic, pentahydrate, arnica montana, formica rufa"
7119,"wheat, vespa crabro, formica rufa"
7120,"ipecac, veratrum album root, protortonia cacti, plantago lanceolata, atropa belladonna, helleborus, cinchona officinalis bark, drosera rotundifolia"
7121,"ferrosoferric phosphate, lachesis muta venom, echinacea angustifolia, taraxacum palustre root, atropa belladonna, astragalus propinquus root, sus scrofa lung, silver"
7122,"gelsemium sempervirens root, toxicodendron pubescens leaf, aconitum napellus, penoxsulam, atropa belladonna, mandragora officinarum root, pseudognaphalium luteoalbum leaf"
7123,"beryllium, hyoscyamus niger leaf, cytisus scoparius flower, selenicereus grandiflorus stem, gold, onopordum acanthium flower, camphor (natural), primula veris flower"
7124,"silicon dioxide, claviceps purpurea sclerotium, sanguinaria canadensis root"
7125,"tin, amber"
7126,"c12-17 alkane, calendula officinalis flowering top, sulfur, equisetum arvense top"
7127,"centaurea benedicta, hawthorn leaf with flower, c12-17 alkane, potassium carbonate, gold, paeonia officinalis root, arnica montana, beef heart"
7128,"oxalis acetosella leaf, chelidonium majus root, gelsemium sempervirens root, atropa belladonna, sanguinaria canadensis root"
7129,"calcium fluoride, silicon dioxide, lead carbonate, quercus robur whole, ostrea edulis shell"
7130,"betula pendula leaf, equisetum arvense top, arnica montana, mandragora officinarum root, sus scrofa meniscus, formica rufa"
7131,"passiflora incarnata flowering top, hawthorn leaf with flower, salix alba flower, kalanchoe daigremontiana leaf"
7132,"quercus robur whole, bos taurus nerve, levisticum officinale root, bos taurus eye"
7133,bos taurus ligament
7134,"sus scrofa pancreas, bos taurus cartilage, pork kidney, quercus robur whole, sus scrofa lung, mammal liver, beef heart"
7135,"ferrosoferric phosphate, spinacia oleracea root, jacobaea vulgaris, tin, pulsatilla vulgaris, cupric arsenate"
7136,bos taurus ovary
7137,"oxalis acetosella leaf, gelsemium sempervirens root, matricaria recutita, atropa belladonna, sanguinaria canadensis root"
7138,cichorium intybus whole
7139,"bos taurus cartilage, antimony trisulfide, aconitum napellus, silver, betula pubescens bark, arnica montana flower, mandragora officinarum root"
7140,bos taurus red blood cell
7141,ferrous picrate
7142,"fragaria vesca whole, vitis vinifera leaf"
7143,"echinacea, unspecified, antimony trisulfide, silicon dioxide, atropa belladonna, silver"
7144,"melilotus indicus seed, arnica montana root, lachesis muta venom, atropa belladonna, activated charcoal"
7145,"silicon dioxide, echinacea, unspecified, beef, silver"
7146,"bos taurus pituitary gland, sus scrofa thyroid, sus scrofa adrenal gland"
7147,"bos taurus bile, bos taurus spleen, bos taurus adrenal gland"
7148,"berberis vulgaris fruit, potassium phosphate, unspecified form, hypericum perforatum"
7149,"calcium sulfide, lachesis muta venom, atropa belladonna, mercurialis perennis"
7150,"berberis vulgaris root bark, sloe, chinese yam, frankincense, myrrh, gold"
7151,"docusate sodium, cyanocobalamin, iron pentacarbonyl, ferrous gluconate, ascorbic acid, folic acid"
7152,"bryonia alba root, ferrosoferric phosphate, gelsemium sempervirens root"
7153,"mammal liver, magnesium cation"
7154,"calendula officinalis flowering top, bos taurus bone, sus scrofa tooth, beef tongue, silicon dioxide, atropa belladonna, silver"
7155,"tin, honey"
7156,"copper, sus scrofa skin, hirudin, vespa crabro, onion, bos taurus cartilage, royal jelly, bos taurus placenta, thuja occidentalis whole, echinacea angustifolia, silicon dioxide, silver, barium citrate, gold, bos taurus testicle, polygonatum cyrtonema root, graphite"
7157,"sus scrofa pancreas, bos taurus cartilage, pork kidney, equisetum arvense top, antimony, quercus robur whole, sus scrofa lung, mammal liver, beef heart"
7158,"bos taurus pituitary gland, thyroid, unspecified, bos taurus adrenal gland"
7159,"copper, bos taurus adrenal gland"
7160,"bos taurus adrenal gland, mercury"
7161,"phosphorus, antimony potassium tartrate"
7162,bos taurus placenta
7163,"plantago major leaf, hyoscyamus niger leaf, primula veris flower"
7164,bos taurus prostate gland
7165,"ferric oxide red, sloe"
7166,"bryonia alba root, ferrosoferric phosphate, gelsemium sempervirens root, sus scrofa lung, antimony potassium tartrate"
7167,"gold, primula veris flower, hyoscyamus niger leaf, onopordum acanthium flower"
7168,"sus scrofa pancreas, silver, echinacea angustifolia"
7169,"bryonia alba root, ferrosoferric phosphate, echinacea, unspecified, bos taurus nasal mucosa, ferrous disulfide, picea abies leaf, plantago major leaf, sage, thyroid, bovine, eupatorium cannabinum flowering top, beef lung"
7170,"convallaria majalis, hawthorn leaf with flower, melissa officinalis, hyoscyamus niger leaf, drimia maritima bulb, selenicereus grandiflorus stem, beef heart, primula veris flower, ostrea edulis shell, onopordum acanthium flower"
7171,"sus scrofa lung, mercury"
7172,"taraxacum palustre root, strychnos nux-vomica seed, gentiana lutea root, wormwood"
7173,"cupric oxide, docusate sodium, .alpha.-tocopherol acetate, calcium citrate, potassium iodide, ferrous gluconate, pyridoxine hydrochloride, iron, ascorbic acid, folic acid, riboflavin, zinc oxide, thiamine mononitrate, thiamine, niacinamide, vitamin d"
7174,hamamelis virginiana top
7175,mammal liver
7176,"mammal liver, magnesium hydroxide, taraxacum palustre root"
7177,"echinacea, unspecified, st. john's wort, achillea millefolium, calendula officinalis flowering top, comfrey root, calcium sulfide, aconitum napellus, matricaria recutita, bellis perennis, hamamelis virginiana root bark/stem bark, arnica montana, atropa belladonna, mercurius solubilis"
7178,"mercury, cupric cation, silver, azadirachta indica flower"
7179,betula pubescens bark
7180,"bos taurus parasympathetic nerve, bos taurus nerve, quercus alba bark, quercus robur whole, levisticum officinale root, bos taurus eye"
7181,"sodium phosphate, dibasic, heptahydrate, thyroid, unspecified, fucus vesiculosus, bos taurus pineal gland, penoxsulam, formica rufa"
7182,"silver, strychnos ignatii seed, lachesis muta venom, kalanchoe daigremontiana leaf"
7183,"helleborus niger root, hyoscyamus niger leaf, sloe, magnesium cation, iron, beef liver, gold"
7184,"silicon dioxide, ferrous sulfate, potassium phosphate, monobasic, gold"
7185,bos taurus uterus
7186,"antimony, viola odorata flowering top, urtica dioica, sambucus nigra flowering top"
7187,"echinacea, unspecified, viscum album fruiting top, formica rufa"
7188,"milk thistle, tin, mammal liver, magnesium cation"
7189,"phosphorus, colloidal silicon dioxide, iron"
7190,bos taurus lymph vessel
7191,"veratrum album root, pork kidney, equisetum arvense top, viscum album fruiting top, apis mellifera"
7192,"lead sulfide, claviceps purpurea sclerotium, betula pubescens leaf, tobacco leaf, arnica montana, levisticum officinale root, betula pubescens bark, bos taurus eye"
7193,ferrous disulfide
7194,"pork kidney, copper, bos taurus adrenal gland"
7195,rosmarinus officinalis flowering top
7196,"sambucus nigra flowering top, larix decidua resin, black cohosh"
7197,"convallaria majalis, hawthorn leaf with flower, adonis vernalis flowering top, hyoscyamus niger leaf, drimia maritima bulb, primula veris flower, onopordum acanthium flower"
7198,"aesculus glabra nut, hamamelis virginiana root bark/stem bark, desirudin, paeonia officinalis root, mercury, pulsatilla vulgaris"
7199,"bryonia alba root, bos taurus parasympathetic nerve, bos taurus nerve, levisticum officinale root, apis mellifera, thyroid, bovine"
7200,"ferrous arsenate, st. john's wort, ferric oxide red, sloe"
7201,"thuja occidentalis leaf, achillea millefolium, turnera diffusa leafy twig, avena sativa flowering top, bos taurus pituitary gland, saw palmetto, urtica urens, sus scrofa adrenal gland, oyster shell calcium carbonate, crude, magnesium carbonate"
7202,"berberis vulgaris root bark, bos taurus prostate gland, oxalis stricta whole, magnesium sulfate, unspecified form, penoxsulam, saw palmetto, urtica urens, viscum album fruiting top"
7203,"achillea millefolium, berberis vulgaris root bark, lytta vesicatoria, equisetum arvense top, apis mellifera, larix decidua resin"
7204,"honey, chelidonium majus"
7205,"bos taurus bone, bos taurus nerve, bifenthrin, bos taurus brain, viscum album fruiting top, sus scrofa ear, sus scrofa thalamus"
7206,"citrullus colocynthis fruit, chelidonium majus root"
7207,"onion, calendula officinalis flowering top, mercurialis perennis"
7208,"petasites hybridus root, ferrosoferric phosphate, plantago major leaf, sus scrofa lung, abies alba leafy twig"
7209,"petasites hybridus root, quercus robur whole, plantago major, abies alba leafy twig"
7210,"bryonia alba root, ferrosoferric phosphate, echinacea, unspecified, bos taurus nasal mucosa, ferrous disulfide, plantago major leaf, sage, thyroid, bovine, eupatorium perfoliatum flowering top, beef lung, abies alba leafy twig"
7211,"bryonia alba root, sus scrofa umbilical cord, bos taurus ovary, magnesium cation, bos taurus pituitary gland, silicon dioxide, arnica montana, viscum album fruiting top, apis mellifera, tin, vespa crabro"
7212,bos taurus bone marrow
7213,"amanita muscaria fruiting body, datura stramonium, avicularia avicularia"
7214,"tobacco leaf, berberis vulgaris root bark, pulsatilla vulgaris"
7215,"royal jelly, bos taurus ovary, silver"
7216,bos taurus parasympathetic nerve
7217,impatiens balsamina flower
7218,sus scrofa urinary bladder
7219,"bos taurus testicle, arnica montana"
7220,sus scrofa ear
7221,"ferrosoferric phosphate, viola odorata flowering top, mercuric iodide, matricaria recutita, atropa belladonna"
7222,"calendula officinalis flowering top, berberis vulgaris root bark, onion, mercurialis perennis, sloe"
7223,"onion, tin, arnica montana, comfrey root"
7224,lead diphosphate
7225,"silicon dioxide, kalanchoe daigremontiana leaf"
7226,"polygonatum cyrtonema root, copper, sus scrofa skin, hirudin, onion, bos taurus cartilage, thuja occidentalis whole, echinacea angustifolia, silicon dioxide, silver, barium citrate, gold, bos taurus placenta, vespa crabro, graphite"
7227,"urtica dioica leaf, berberis vulgaris root bark, horse chestnut, equisetum arvense top, aconitum napellus, sloe, toxicodendron pubescens leaf, atropa belladonna, gold"
7228,"horse chestnut, copper, tobacco leaf, hamamelis virginiana leaf, colloidal silicon dioxide, tin"
7229,"bryonia alba root, thuja occidentalis whole, aconitum napellus, matricaria recutita, atropa belladonna, levisticum officinale root, mercury, apis mellifera, pulsatilla vulgaris"
7230,"silicon dioxide, phosphorus, iron"
7231,"thuja occidentalis leaf, achillea millefolium, sus scrofa pituitary gland, turnera diffusa leafy twig, avena sativa flowering top, saw palmetto, urtica urens, sus scrofa adrenal gland, oyster shell calcium carbonate, crude, magnesium carbonate"
7232,"bordetella pertussis fimbriae 2/3 antigen, corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated), bordetella pertussis toxoid antigen (glutaraldehyde inactivated), clostridium tetani toxoid antigen (formaldehyde inactivated), bordetella pertussis pertactin antigen, bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated)"
7233,"bordetella pertussis fimbriae 2/3 antigen, poliovirus type 3 antigen (formaldehyde inactivated), poliovirus type 1 antigen (formaldehyde inactivated), poliovirus type 2 antigen (formaldehyde inactivated), corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated), bordetella pertussis toxoid antigen (glutaraldehyde inactivated), clostridium tetani toxoid antigen (formaldehyde inactivated), bordetella pertussis pertactin antigen, bordetella pertussis filamentous hemagglutinin antigen (formaldehyde inactivated)"
7234,"calendula officinalis flowering top, comfrey root, toxicodendron pubescens leaf, matricaria recutita, bellis perennis, ruta graveolens flowering top, arnica montana, atropa belladonna, hypericum perforatum, mercurius solubilis"
7235,"quercus robur whole, ostrea edulis shell"
7236,"melilotus indicus seed, horse chestnut, borage"
7237,sus scrofa lung
7238,"strychnos nux-vomica seed, sodium phosphate, copper, tobacco leaf, sus scrofa adrenal gland, silver, robinia pseudoacacia bark"
7239,"aristolochia clematitis whole, claviceps purpurea sclerotium, gold, pulsatilla vulgaris"
7240,"activated charcoal, matricaria recutita, tobacco leaf"
7241,"sus scrofa pancreas, cupric sulfate, amber, silicon dioxide, silver, phosphorus, rosmarinus officinalis flowering top"
7242,"sus scrofa pancreas, oxalis acetosella leaf, platinum, activated charcoal, cichorium intybus whole, rosmarinus officinalis flowering top"
7243,sus scrofa tooth
7244,beef liver
7245,"tin, sus scrofa skin, sus scrofa umbilical cord, beef, bos taurus somatic nerve, bos taurus placenta, ostrea edulis shell"
7246,"berberis vulgaris root bark, magnesite, thuja occidentalis whole, saw palmetto, solidago virgaurea flowering top, populus tremula whole"
7247,"bos taurus thymus, mercury"
7248,"cupric sulfate, arsenic trioxide, thyroid, unspecified, atropa belladonna, ostrea edulis shell"
7249,"asplenium scolopendrium top, salix purpurea bark, willow bark, dryopteris filix-mas root, pteridium aquilinum whole, salix alba flower"
7250,"atropa belladonna, toxicodendron pubescens leaf, aconitum napellus"
7251,plantago major leaf
7252,"viscum album fruiting top, equisetum arvense top, formica rufa"
7253,solanum lycopersicum
7254,"milk thistle, horse chestnut, mercurialis perennis, antimony, quercus robur whole, hamamelis virginiana root bark/stem bark, borage"
7255,hydrated silica
7256,"cucurbita pepo flower, fluorapatite, calcium fluoride, silicon dioxide, lead carbonate"
7257,"bos taurus bone, sus scrofa tooth, beef tongue, bos taurus pituitary gland, tin"
7258,petasites hybridus root
7259,"solanum dulcamara top, arsenic trioxide, lobelia spicata leaf, bos taurus adrenal gland"
7260,"sulfur, iron, silicon dioxide, sanguinaria canadensis root"
7261,formic acid
7262,"silicon dioxide, atropa belladonna, silver"
7263,"tobacco leaf, lead, strophanthus hispidus seed, honey"
7264,"sepia officinalis juice, strychnos ignatii seed, ostrea edulis shell"
7265,"arnica montana root, silicon dioxide, bos taurus somatic nerve, silver, tin, rosmarinus officinalis flowering top, stachys officinalis, formica rufa"
7266,"bryonia alba root, schoenocaulon officinale seed, aconitum napellus, eucalyptus gum, phosphorus, eupatorium perfoliatum flowering top"
7267,"primula veris, hyoscyamus niger, onopordum acanthium flower"
7268,"sus scrofa pancreas, echinacea, unspecified, silver"
7269,"sus scrofa pancreas, oxalis acetosella leaf, platinic chloride, activated charcoal, cichorium intybus whole, rosmarinus officinalis flowering top"
7270,"sus scrofa lung, antimony potassium tartrate"
7271,"sugarcane, spongia officinalis skeleton, roasted, chelidonium majus, calcium carbonate, colchicum autumnale whole"
7272,"valerian, sulfur, silver, kalanchoe daigremontiana leaf, gold, phosphorus, ostrea edulis shell, coffea arabica seed, roasted"
7273,urtica dioica leaf
7274,taraxacum palustre root
7275,"apis mellifera, bos taurus testicle, silver"
7276,"amanita muscaria fruiting body, urtica dioica, asplenium scolopendrium top, mercury, thuja occidentalis whole, pork kidney, bos taurus thymus, sloe, equisetum arvense top, silicon dioxide, dryopteris filix-mas root, pteridium aquilinum whole, levisticum officinale root, silver, mammal liver, ostrea edulis shell, formica rufa"
7277,"thyroid, unspecified, iron"
7278,"antimony, cochlearia officinalis flowering top, potentilla erecta root"
7279,"cupric sulfate, bos taurus nerve, veratrum album root, sloe, antimony, matricaria recutita, atropa belladonna, magnesium phosphate, tribasic, pentahydrate"
7280,"iron, turmeric, chelidonium majus root, bos taurus gallbladder"
7281,prunus spinosa whole
7282,"milk thistle, mercurialis perennis, hamamelis virginiana leaf, antimony, quercus robur whole, aesculus hippocastanum bark, borage"
7283,"rosemary oil, sanguisorba officinalis root, amber, taraxacum palustre root, silver, rosmarinus officinalis flowering top"
7284,"cupric oxide, lavandula angustifolia flower, urtica dioica, sus scrofa skin, rosmarinus officinalis flowering top, bos taurus ovary, beef, bos taurus placenta, sloe, ferric oxide red, tin, ostrea edulis shell, sedum roseum whole"
7285,"milk thistle, sepia officinalis juice, echinacea, unspecified, horse chestnut, calcium fluoride, nitric acid, hamamelis virginiana root bark/stem bark, arnica montana, activated charcoal, krameria lappacea whole"
7286,"aristolochia clematitis whole, berberis vulgaris root bark, potassium alum, helleborus foetidus root"
7287,"hyoscyamus niger leaf, atropa belladonna, melissa officinalis"
7288,"silver nitrate, hyoscyamus niger, sage, angelica archangelica root"
7289,"mammal liver, white oak bark, equisetum arvense top"
7290,"calcium sulfide, arsenic trioxide, phytolacca americana root"
7291,"sus scrofa pancreas, bos taurus cartilage, pork kidney, equisetum arvense top, quercus robur whole, sus scrofa lung, mammal liver, beef heart"
7292,strophanthus hispidus seed
7293,"beef liver, hydroxide ion, pulsatilla vulgaris, potentilla erecta root"
7294,sus scrofa rectum
7295,"strychnos nux-vomica seed, sodium phosphate, copper, bos taurus adrenal gland, tobacco leaf, silver, robinia pseudoacacia bark"
7296,"ferrous arsenate, sugarcane, bos taurus parathyroid gland, oxalis acetosella leaf"
7297,"aristolochia clematitis whole, silver, claviceps purpurea sclerotium, pulsatilla vulgaris"
7298,pork kidney
7299,"pork kidney, sus scrofa lung"
7300,"kalanchoe daigremontiana leaf, strychnos ignatii seed, lachesis muta venom, silver"
7301,"ferric oxide red, prunus spinosa flower bud"
7302,cuprous oxide
7303,bos taurus testicle
7304,"thyroid, unspecified, urtica dioica, fucus vesiculosus, ferrous arsenate, iron"
7305,"royal jelly, bos taurus testicle, silver"
7306,"st. john's wort, horse chestnut, equisetum arvense top"
7307,"pork liver, sus scrofa pituitary gland, phosphoric acid, arnica montana, silybum marianum seed, asian ginseng"
7308,hyoscyamus niger leaf
7309,"pyridoxine, calcium citrate, ferrous fumarate, iron, .alpha.-tocopherol, folic acid, cholecalciferol, doconexent"
7310,"bos taurus pituitary gland, bos taurus pineal gland, bos taurus hypothalamus"
7311,"helleborus niger root, hyoscyamus niger leaf, sloe, iron, beef liver, gold"
7312,"lead, chelidonium majus, helleborus niger root, antimony, bos taurus spleen, silver, formica rufa"
7313,"ferrous arsenate, prunus spinosa flower bud, st. john's wort, ferric oxide red"
7314,"cupric sulfate, arsenic trioxide, thyroid, unspecified, fucus vesiculosus, bos taurus thymus, melissa officinalis, bos taurus pituitary gland, lycopus virginicus, vespa crabro"
7315,"valerian, phosphorus, sulfur, ostrea edulis shell"
7316,"pork liver, thuja occidentalis leaf, sus scrofa thyroid, fucus vesiculosus, phosphoric acid, sus scrofa pituitary gland, arnica montana, apis mellifera, oyster shell calcium carbonate, crude, gamboge"
7317,"pork liver, sus scrofa thyroid, fucus vesiculosus, phosphoric acid, sus scrofa pituitary gland, thuja occidentalis leafy twig, arnica montana, garcinia cambogia fruit, apis mellifera, oyster shell calcium carbonate, crude"
7318,"valine, trypsin, somatropin, coenzyme a, nitric acid, ornithine .alpha.-ketoglutarate, cervus elaphus velvet, arginine pyroglutamate, glutamine, levocarnitine, ferulic acid, arnica montana, .alpha.-tocopherol, prasterone, hyaluronic acid, pregnenolone, mecasermin, ribose, d-, chromium, leucine, pork liver, isoleucine, sus scrofa pituitary gland, galium aparine, nadh"
7319,"thuja occidentalis leaf, echinacea, unspecified, thymus serpyllum, echinacea purpurea, galium aparine, sulfur, baptisia tinctoria, phosphorus, silver nitrate, pulsatilla vulgaris"
7320,"sepia officinalis juice, sugarcane, prunus spinosa flower bud, spongia officinalis skeleton, roasted, calcium carbonate, gold, pulsatilla vulgaris"
7321,"bos taurus brainstem, wheat"
7322,bos taurus gallbladder
7323,"bryonia alba root, aconitum napellus"
7324,"ferrosoferric phosphate, urtica dioica, betula pubescens leaf, silver sulfide, bos taurus bone marrow, magnesium phosphate, tribasic, pentahydrate"
7325,schorl tourmaline
7326,sus scrofa thalamus
7327,"ginger, dioscorea villosa root"
7328,"primula veris, onopordum, ipecac, gold, antimony, lycopodium clavatum spore, matricaria recutita, bellis perennis, arnica montana, hyoscyamus niger"
7329,"quercus robur whole, levisticum officinale root, bos taurus eye"
7330,"comfrey root, onion, equisetum arvense top, arnica montana flower, tin, formica rufa"
7331,"iron, bos taurus gallbladder"
7332,bos taurus tendon
7333,"menthol, camphor (synthetic), benzyl alcohol"
7334,"prunus spinosa flower bud, echinacea pallida, silicon dioxide, iron, phosphorus"
7335,"bos taurus nasal mucosa, potassium dichromate, virola sebifera resin, silver, levisticum officinale root"
7336,"calendula officinalis flowering top, urtica dioica, onion, mercurialis perennis, antimony, gold"
7337,"fragaria vesca whole, calcium cation, vitis vinifera leaf, antimony"
7338,"beef heart, antimony trisulfide, schorl tourmaline, formica rufa"
7339,"tin, urtica dioica, copper, royal jelly, equisetum arvense top, antimony, viscum album fruiting top, gold, bos taurus placenta, vespa crabro, sedum roseum whole"
7340,"bryonia alba root, sus scrofa umbilical cord, bos taurus ovary, magnesium sulfate, unspecified, bos taurus pituitary gland, silicon dioxide, arnica montana, viscum album fruiting top, apis mellifera, tin, vespa crabro"
7341,"tin, urtica dioica, copper, royal jelly, antimony, viscum album fruiting top, gold, bos taurus placenta, vespa crabro, sedum roseum whole"
7342,"octisalate, homosalate"
7343,"menthol, dimethicone"
7344,cochliobolus lunatus
7345,pleospora tarda
7346,"sepia officinalis juice, sugarcane, spongia officinalis skeleton, roasted, sloe, calcium carbonate, silver, pulsatilla vulgaris"
7347,bos taurus esophagus
7348,"calendula officinalis flowering top, echinacea pallida, eucalyptus globulus leaf, mercuric cyanide, silicon dioxide, sage, atropa belladonna, silver nitrate"
7349,"milk thistle, pork liver, sus scrofa pituitary gland, phosphoric acid, arnica montana, asian ginseng"
7350,bouteloua gracilis pollen
7351,dicoria canescens pollen
7352,vespa crabro
7353,"influenza b virus b/maryland/15/2016 recombinant hemagglutinin antigen, influenza a virus a/brisbane/02/2018 (h1n1) recombinant hemagglutinin antigen, influenza b virus b/phuket/3073/2013 recombinant hemagglutinin antigen, influenza a virus a/kansas/14/2017 (h3n2) recombinant hemagglutinin antigen"
7354,salmonella typhi ty2 vi polysaccharide antigen
7355,"valine, trypsin, somatropin, coenzyme a, nitric acid, ornithine .alpha.-ketoglutarate, cervus elaphus velvet, arginine pyroglutamate, glutamine, levocarnitine, ferulic acid, arnica montana, .alpha.-tocopherol, prasterone, hyaluronic acid, pregnenolone, mecasermin, ribose, d-, chromium, leucine, creatine monohydrate, pork liver, isoleucine, sus scrofa pituitary gland, testosterone, galium aparine, nadh"
7356,"potassium phosphate, dibasic, american ginseng, ginger, phosphoric acid, avena sativa flowering top, picric acid"
7357,"lycopodium clavatum spore, matricaria recutita, sulfur, atropa belladonna, oyster shell calcium carbonate, crude, pulsatilla vulgaris"
7358,koeleria macrantha pollen
7359,suaeda nigra pollen
7360,alnus incana subsp. rugosa pollen
7361,"alnus incana subsp. rugosa pollen, alnus rubra pollen, alnus rhombifolia pollen"
7362,felis catus hair
7363,"lactic acid, sus scrofa thyroid, tylophora indica leaf, pork kidney, pork brain, strychnos nux-vomica seed, schisandra chinensis fruit, pork intestine, pork heart, sus scrofa adrenal gland, lobelia inflata, arctostaphylos uva-ursi leaf, berberis vulgaris root bark, sus scrofa spleen, sus scrofa lymph, magnesium phosphate, dibasic trihydrate, lemon juice, sus scrofa lung, pork liver, taraxacum officinale, calcium sulfide, galium aparine, capsicum"
7364,"bryonia alba root, sodium chloride, rumex crispus root, euphrasia stricta, calcium sulfide, anemone pulsatilla, silicon dioxide, phosphorus"
7365,"zinc oxide, octocrylene, homosalate"
7366,ustilago avenae
7367,"quercus kelloggii pollen, quercus agrifolia pollen"
7368,bassia hyssopifolia pollen
7369,"sus scrofa thyroid, pork kidney, lactic acid, dl-, pork brain, strychnos nux-vomica seed, schisandra chinensis fruit, tylophora indica whole, pork intestine, pork heart, sus scrofa adrenal gland, lobelia inflata, arctostaphylos uva-ursi leaf, berberis vulgaris root bark, sus scrofa spleen, sus scrofa lymph, magnesium phosphate, dibasic trihydrate, lemon juice, sus scrofa lung, pork liver, taraxacum officinale, calcium sulfide, galium aparine, capsicum"
7370,"sepia officinalis juice, lithium carbonate, salicylic acid, calcium fluoride, zinc, sulfur, bryonia alba root, black cohosh, rhododendron aureum leaf, arnica montana, hypericum perforatum, formic acid, aesculus hippocastanum flower, phytolacca americana root, causticum, toxicodendron pubescens leaf, bellis perennis, magnesium phosphate, dibasic trihydrate, actaea spicata root, ruta graveolens flowering top, phosphorus, oyster shell calcium carbonate, crude, pulsatilla vulgaris, ledum palustre twig"
7371,"chlorine, ammonium carbonate, bromine, sulfuric acid, potassium carbonate, activated charcoal, lobelia inflata, tin, antimony potassium tartrate"
7372,"carboxymethylcellulose sodium, hypromelloses"
